@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Melengkapi,' Tim Nasional Sepak bola U-19 harus menelan pil pahit. Kekalahan dari Thailand memaksa tim kebanggaan kita lebih awal. Latihan yang telah dilakukan belum berbuah manis. Namun demikian; kita patut bangga atas capaian tersebut. Ungkapan yang tepat untuk melengkapi paragraf tersebut adalah ','',' angkat koper',' angkat kaki',' angkat tangan',' angkat topi',' angkat koper',Mudah
Melengkapi,'Suatu hari Pak Ahmad sakit. Sakitnya semakin parah . . . Melihat Pak Ahmad yang keras kepala itu, sahabatnya merasa kasihan. Dengan berbagai cara, ia membujuk Pak Ahmad agar mau berobat. Pak Ahmad akhirnya mau berobat ke dokter.','Kalimat yang tepat untuk melengkapi cerita tersebut adalah ....','Sakit Pak Ahmad bertambah parah.','Sahabatnya membujuk agar Pak Ahmad berobat ke dokter.','Meskipun demikian, Pak Ahmad tetap tidak mau ke dokter.','Pak Ibrahim bertingkah seperti anak kecil.','Meskipun demikian, Pak Ahmad tetap tidak mau ke dokter.',Mudah
Melengkapi,'Perhatikan paragraf rumpang berikut ini ! Pak Iwan termasuk pengusaha yang sukses. Kesuksesannya itu berkat keuletannya dalam menjalankan usahanya. . . . . Dia tidak pernah menyombongkan kekayaannya, juga sangat peduli terhadap lingkungannya. Terbukti banyak warga sekitar bekerja di perusahaannya. Bahkan beberapa anak tidak mampu dijadikan anak asuhnya.','Kalimat yang tepat untuk melengkapi paragraf rumpang di atas adalah �','Meskipun sudah sukses, beliau masih tetap hidup bersahaja','Meskipun sudah sukses, beliau tetap mencari peluang baru.','Meskipun sudah sukses, beliau masih tetap berusaha keras','Meskipun sudah sukses, beliau masih tetap baik hati.','Meskipun sudah sukses, beliau masih tetap hidup bersahaja',Mudah
Melengkapi,' Taatilah jam belajar masyarakat!   $ Anak pintar kebanggaan keluarga!',' Kalimat yang sesuai untuk melengkapi iklan tersebut adalah',' Bimbinglah anak-anak belajar!',' Paksalah anak-anak belajar!',' Batasilah anak-anak belajar!',' Kurangilah anak-anak belajar!',' Bimbinglah anak-anak belajar!',Mudah
Melengkapi,' Perhatikan cuplikan teks pidato berikut! Teman-teman yang saya sayangi; terima kasih telah memilih saya menjadi ketua kelas. Saya akan berusaha memenuhi harapan teman-teman. Sebagai ketua kelas saya akan menciptakan suasana kelas yang nyaman. Saya minta bantuan teman-teman untuk mewujudkannya.  $',' Kalimat yang tepat untuk melengkapi teks pidato tersebut adalah ',' Demikian yang akan saya sampaikan dan terima kasih.',' Terima kasih; semoga pemilihan ketua kelas berjalan lancar.',' Saya mohon doanya semoga saya dapat menjadi ketua kelas.',' Marilah kita ciptakan suasana kelas yang nyaman untuk belajar!','Marilah kita ciptakan suasana kelas yang nyaman untuk belajar!',Mudah
Melengkapi,' Pada Senin; 2 Oktober 2017; SD Mulia melaksanakan upacara. Upacara tersebut untuk memperingati Hari Kesaktian Pancasila. Hari itu bertepatan dengan Hari Batik Nasional. ...',' Kalimat yang tepat untuk melengkapi laporan tersebut adalah ....',' Peserta upacara mengenakan pakaian batik   ',' Amanat upacara berkaitan dengan sejarah batik   ',' Setelah upacara; semua siswa membeli kain batik   ','Setiap Hari Kesaktian Pancasila; siswa mengenakan batik',' Peserta upacara mengenakan pakaian batik   ',Mudah
Melengkapi,' Perhatikan cuplikan teks pidato berikut! Salah satu program pendidikan etika berlalu lintas adalah senam lalu lintas. Tadi pagi; Bu Sari berpesan supaya kita melakukan senam lalu lintas. Untuk itu; saya mengajak teman-teman untuk berlatih dengan tekun. Latihan akan dilaksanakan pada hari Sabtu; 11 Oktober 2017. ...',' Kalimat yang tepat untuk melengkapi teks pidato tersebut adalah ....',' Marilah; kita berterimakasih kepada Bu Sari yang telah membimbing kita!   ',' Oleh karena itu; mari kita mengundang Bu Sari agar kegiatan ini lancar!   ',' Marilah; kita berpartisipasi dalam kegiatan latihan senam tersebut!   ','Oleh karena itu; mari kita minta izin kepada kepala sekolah!',' Marilah; kita berpartisipasi dalam kegiatan latihan senam tersebut!   ',Mudah
Melengkapi,'SD Unggulan mengadakan lomba keterampilan berbahasa bagi kelas IV, V, dan VI. Jenis lomba yang akan dipertandingkan masing-masing kelas tidak sama. Siswa kelas IV mengikuti lomba deklamasi, menulis cerita, dan meringkas cerita. Jenis lomba baca puisi, mendongeng, dan menulis pantun untuk siswa kelas V. Sedangkan siswa kelas VI mengikuti lomba cerita, berpidato, dan menulis puisi. Tabel yang sesuai dengan jenis lomba yang dipertandingkan sebagai berikut: Kelas IV Kelas V Kelas VI deklamasi baca puisi .... menulis cerita .... berpidato .... menupis pantun menulis puisi','Isian yang tepat untuk melengkapi tabel tersebut adalah ....','baca cerita, mendongeng, baca puisi','meringkas cerita, mendongeng, baca cerita','meringkas cerita, menulis cerita, baca cerita','baca cerita, baca puisi, menulis cerita','meringkas cerita, mendongeng, baca cerita',Mudah
Sastra,' Semua bermula dari hati Hati bersih sampai sanubari Manusia jangan melangit tinggi Banyak orang tak simpati ','  Banyak orang tak simpati Maksud syair tersebut adalah .... ',' kita harus memulai menata hati agar dicintai orang   ',' manusia yang berhati bersih pasti akan bahagia   ',' banyak orang simpati pada orang yang tinggi   ','manusia yang angkuh tidak disukai orang','manusia yang angkuh tidak disukai orang',Sulit
Sastra,' Perhatikan syair berikut! Apalah arti seorang manusia  \tYang sering tidak punya daya \tBerdoalah kepada Tuhan Yang Maha Esa \tMaha Penolong lagi Maha perkasa',' Maksud syair tersebut adalah ',' Manusia harus selalu ingat kepada Tuhan Yang maha Esa',' Manusia adalah mahluk yang tidak bisa menolong dirinya sendiri',' Tuhan Yang Maha Kuasa akan selalu menolong manusia yang sedang berduka',' Manusia sebagai mahluk yang lemah harus selalu berdoa kepada Tuhan','Manusia sebagai mahluk yang lemah harus selalu berdoa kepada Tuhan',Sulit
Sastra,' Bacalah Teks Syair berikut ini! \tPetani \tPetani; engkau sungguh mulia \tJasamu tiada terhingga \tPadi yang engkau tanam; kini telah menguning \tBetapa bahagia hatimu \tEngkau telah siap memanen dan menjual \tMemenuhi kebutuhan masyarakat \tPetani.. Yakinlah jasamu kan selalu dihargai',' Isi syair  tersebut adalah....',' Jasa petani sungguh mulia yang dihargai. ',' Pak Tani sedang mencangkul di sawah.',' Padi yang sudah menguning  siap dipanen.',' Petani yang siap mmanin padi di sawah.',' Jasa petani sungguh mulia yang dihargai. ',Sulit
Sastra,' Bowo tergesa-gesa berangkat ke sekolah. la belum sempat sarapan. Bowo terlambat sampai di sekolah. Pak guru memulai pelajaran dengan menanyakan PR. Bowo terkejut karena rupa mengerjakan PR. Akhirnya ia diminta mengerjakan PR di luar kelas. Bowo seperti',' Peribahasa yang tepat untuk melengkapi paragraf tersebut adalah',' sudah banyak makan garam',' sudah jatuh tertimpa tangga',' sudah diludah dijilat lagi',' sudah menjadi abu arang',' sudah jatuh tertimpa tangga',Sulit
Sastra,' Ketika kalah dalam pertandingan bulu tangkis; ia tidak mau mengakui keunggulan lawan. Ia katakana kekalahannya karena raket yang digunakan jelek dan perilaku wasit yang tidak adil. ','Peribahasa yang sesuai dengan keadaan tersebut adalah ....',' Air beriak tanda tak dalam   ',' Buruk muka cermin dibelah   ',' Tong kosong nyaring bunyinya   ','Air susu dibalas dengan air tuba',' Buruk muka cermin dibelah   ',Sulit
Sastra,'Tidak seperti teman � teman lainnya yang setiap saat senang berkelakar, bersenda gurau dan sebagainya. Sejak duduk di bangku kelas 1 sekolah ini, Wemona sudah menunjukkan wataknya yang pendiam dan santun. Terlebih lagi kemampuan dalam meyerap semua materi pelajaran cukup menggembirakan. Duduk di peringkat teratas dalam berprestasi di kelas adalah kebiasaannya.','Manakah peribahasa yang sesuai dengan gambaran cerita di atas ?','Bagaikan tong kosong nyaring bunyinya.','Air beriak tanda tak dalam','Air tenang menghanyutkan','Bagaikan mendulang emas di air dangkal','Air tenang menghanyutkan',Sulit
Sastra,'Bacalah penggalan puisi di bawah ini dengan cermat !  Ibu Engkau adalah wanita mulia Kasih sayangmu tak terkira Bagai surya sinari dunia Takkan kulupakan sepanjang masa','Pernyataan berikut merupakan isi puisi di atas, yaitu....','Kasih sayang seorang ibu pasti mengharapkan balas jasa dari anaknya','Ibu adalah seorang yang mulia, tapi kasih sayangnya sampai anaknya dewasa.','Kasih sayang seorang ibu sepanjang masa sehingga tidak akan pernah kulupakan.','Aku takkan melupakan ibu yang telah merawat dan mengasihiku.','Kasih sayang seorang ibu sepanjang masa sehingga tidak akan pernah kulupakan.',Sulit
Sastra,'Petani  Dinginnya pagi tak kau rasakan Kau tanggalkan selimut Melangkah pasti menuju tanah garapan Agar kami tak kelaparan','Pernyataan yang sesuai dengan puisi di atas adalah ....','Meskipun pagi masih dingin, tetapi petani tetap bangun tidur. Dia pergi ke sawah untuk mengolah sawahnya agar kami kelaparan.','Udara pagi sangat dingin, petani masih terlelap,tak perduli lalu lalang orang yang menuju ke tanah garapan.','Dinginnya pagi tak dirasakan oleh petani. Dia menanggalkan selimut untuk pergi ke sawah. Merawat dan mengolah sawahnya agar hasilnya dapat dirasakan oleh semua orang.','Dinginnya pagi dirasakan oleh petani. Dia tetap tidak beranjak dari tempat tidurnya. Sedangkan kami menantinya agar tak kelaparan.','Udara pagi sangat dingin, petani masih terlelap,tak perduli lalu lalang orang yang menuju ke tanah garapan.',Sulit
Sastra,'Perhatikan pantun di bawah ini ! Jalan-jalan ke Pulau Buru Sungguh elok mentari pagi .... ....','Isi pantun di bawah ini sesuai untuk melengkapi pantun di atas','Ingatlah selalu nasehat guru Belajar giat raih prestasi','Ingatlah selalu nasehat ibu Raihlah cita-cita tuk masa depan','Nasehat guru kan kukenang Belajar giat raih prestasi','Setinggi langit cita-citamu Belajar giat pasti tercapai','Ingatlah selalu nasehat guru Belajar giat raih prestasi',Sulit
Mengurutkan,' Perhatikan petunjuk cara membuat telur asin dalam kalimat acak berikut ini ! 1.\tBiarkan telur ang telah dibalur tersebut selama 12 hari 2.\tPilihlah telur itik yang bagus; kemudian cucilah sampai bersih 3.\tBalurlah telur pilihan itu dengan adonan garam dan abu gosok 4.\tAmbil dan cucilah kembali; kemudian kukus hingga matang',' Susunan yang tepat untuk petunjuk tersebut adalah  $',' 1 - 2  - 3 - 4',' 2 - 1 - 4 - 3',' 3 - 1 - 2 - 4',' 2 - 3 - 1 - 4','2 - 3 - 1 - 4',Mudah
Mengurutkan,' Perhatikan kalimat  $ kalimat bersusun acak berikut! (1)   Pagi yang cerah bagi Lyla untuk mencari kayu bakar di hutan. (2)   Di tengah perjalanan menuju tujuan Lyla melirik ke seluruh sisi hutan; maklum ini pengalaman pertama kalinya pergi ke hutan. (3)   Tak terasa ia telah tiba di hutan yang lebat; suara-suara hewan terdengar nyaring; tampaknya Lyla mulai agak takut. (4)   Berangkatlah ia bersama Sang Kakek menuju hutan yang lebat. ',' Urutan kalimat-kalimat di atas agar menjadi paragraf narasi yang padu adalah....',' 1 - 4 - 2 - 3     ',' 1 - 3 - 2 - 4    ','  2 - 4 - 1 - 3      ','2 - 3 - 1 - 4','   1 - 4 - 2 - 3     ',Mudah
Mengurutkan,' Bacalah petunjuk penggunaan pelembab wajah yang disusun acak berikut ini! (1) Pijat kulit dengan lembut hingga terserapseluruhnya. (2) Usapkan dengan ujung jari ke kulit wajah dan leher yang bersih.  (3) Ratakan pelembab di kulit dengan telapak tangan.  (4) Tuangkan pelembab ke ujung jari secukupnya.',' Urutan petunjuk penggunaan pelembab wajah yang tepat adalah  $.',' (1) - (3) - (2) - (4)   ',' (2) - (1) - (3) - (4)    ',' (4) - (2) - (3) - (1)    ','(2) - (3) - (1) - (4)',' (4) - (2) - (3) - (1)    ',Mudah
Mengurutkan,' Cermati petunjuk penggunaan pompa ban yang diacak berikut! (1)\tPasangkan ujung selang pompa pada dop ban! (2)\tPastikan ban yang akan dipompa kekurangan angin atau kempes! (3)\tCabut ujung selang pompa; kemudian tutup kembali dop ban! (4)\tBuka tutup dop pada ban! (5)\tPompalah sampai ban terisi angin secukupnya!',' Urutan tepat petunjuk penggunaan pompa ban adalah ',' (2)-(1)-(4)-(5)-(3)',' (2)-(1)-(5)-(4)-(3)',' (2)-(4)-(1)-(5)-(3)',' (2)-(4)-(5)-(1 )-(3)',' (2)-(4)-(1)-(5)-(3)',Mudah
Mengurutkan,' Perhatikan kalimat-kalimat berikut! (1)\tSebuah kolam kecil rnenambah indah suasana. (2)\tRumput hijau terhampar luas di halaman. (3)\tBeberapa ekor ikan koi tampak berenang di kolam. (4)\tHalaman rumah Mira sangat asri.',' Susunan yang benar untuk kalimat-kalimat tersebut menjadi paragraf padu adalah',' (4)-(2)-(3)-(1)',' (4)-(2)-(1)-(3)',' (4)-(1)-(2)-(3)',' (4)-(1)-(3)-(2)',' (4)-(2)-(1)-(3)',Mudah
Mengurutkan,' Urutan pembuatan telur asin yang disusun secara acak: (1) Lumuri telur dengan adonan batu bata! (2)\tCampur batu bata halus dan garam dengan air secukupnya! (3)\tSimpan telur yang terbungkus adonan selama kurang lebih seminggu! (4)\tSiapkan batu bata yang sudah ditumbuk; garam; dan air! (5)\tBersihkan telur dari baluran batu bata kemudian rebus!',' Urutan petunjuk pembuatan telur asin yang tepat adalah .',' (4)-(2)-(1)-(3)-(5)',' (4)-(2)-(3)-(1)-(5)',' (4)-(2)-(1)-(5)-(3)',' (4)-(2)-(3)-(5)-(1)',' (4)-(2)-(1)-(3)-(5)',Mudah
Mengurutkan,' Perhatikan kalimat-kalimat berikut! (1)\tSawahnya mulai ditumbuhi tanaman pengganggu. (2)\tTanah sawahnya telah bersih dari gulma. (3)\tPak Hardi membersihkan sawahnya dengan alat yang dibawanya. (4)\tPak Hardi pergi ke sawah membawa sabit.',' Susunan paragraf padu yang tepat untuk kalimat-kalimat tersebut adalah ',' ( 4 )-( 2 )-( 3 )-( 1 )',' ( 4 )-( 2 )-( 1 )-( 3 )',' (4 )-( 1)-(3)-(2 )',' (4 )-( 1 )-( 2 )-( 3)',' (4 )-( 1)-(3)-(2 )',Mudah
Mengurutkan,' Petunjuk penggunaan blender disusun secara acak: (1) Pastikan blender dalam keadaan off; kemudian tancapkan steker! (2) Siapkan blender dan bahan yang akan dilumatkan! (3) Matikan blender; cabut steker dan tuangkan isinya ke wadah! (4) Masukkan bahan yang akan dilumatkan! (5) Tekan tombol on dan tunggu sampai bahan lumat! ',' Urutan penggunaan blender yang tepat adalah ....',' (4)-(1)-(2)-(5)-(3)   ',' (4)-(2)-(3)-(1)-(5)   ',' (2)-(4)-(3)-(5)-(1)   ',(2)-(4)-(1)-(5)-(3),(2)-(4)-(1)-(5)-(3),Mudah
Mengurutkan,' Cermati kalimat-kalimat petunjuk berikut! (1) Masukkan bentukan bakso ke air mendidih; angkat jika sudah mengapung! (2) Rebus air dalam panci sampai mendidih! (3) Tuangkan adonan daging ke dalam wadah yang sudah diberi bumbu! (4) Campurkan tepung kanji; kemudian lumatkan sampai kalis! (5) Ambil adonan daging dengan tangan lalu dibentuk bulat!',' Urutan petunjuk membuat bakso daging yang tepat adalah ....',' 3-4-5-2-1   ',' 3-4-1-5-2   ',' 3-4-2-1-5   ',3-4-2-5-1,3-4-2-5-1,Mudah
Mengurutkan,' Bacalah kalimat-kalimat berikut! (1) Akar serabut (2) Daunnya menjuntai seperti pita (3) Tanaman padi memiliki akar; batang; dan daun yang khas (4) Batangnya berongga',' Susunan kalimat acak agar menjadi paragraf deskripsi adalah ....',' 3-4-1-2   ',' 3-1-2-4   ',' 3-2-1-4   ',3-1-4-2,3-1-4-2,Mudah
Mengurutkan,' Cermati kalimat-kalimat berikut! (1) Di toko itu; ia memilih beberapa buku cerita dan kamus (2) Budi pergi ke Toko Buku Sari Ilmu kemarin sore (3) Budi membayar sesuai dengan harga yang ditentukan (4) Budi meninggalkan toko (5) Ia mengantre di depan kasir untuk membayar',' Urutan kalimat yang tepat agar menjadi paragraf narasi adalah ....',' 2-1-3-5-4   ',' 2-1-4-5-3   ',' 2-1-5-4-3   ',2-1-5-3-4,2-1-5-3-4,Mudah
Mengurutkan,' Bacalah kalimat-kalimat berikut! (1) Pukul 05.00; Budi bangun tidur. (2) Kemudian; ia membersihkan kandang ayam di belakang rumah (3) Memang; Budi rajin dan senang membantu orang tua (4) Ia merapikan tempat tidurnya terlebih dahulu (5) Setelah selesai; Budi mandi dan siap ke sekolah',' Urutan kalimat yang tepat agar menjadi paragraf padu adalah ....',' 1-4-3-2-5   ',' 1-4-2-5-3   ',' 3-1-2-4-5   ',3-1-2-5-4,' 1-4-2-5-3   ',Mudah
Mengurutkan,' (1) Matahari bersinar berseri-seri (2) Pagi ini suasana di desaku sangat indah (3) Langitpun bersih; tanpa segumpal awanpun (4) Selain itu; burung-burung berkicau bersahutan di alam bebas ','Susunan kalimat acak agar menjadi paragraf deskripsi adalah ....',' 2 - 1 - 3 - 4   ',' 2 - 3 - 1 - 4   ',' 3 - 4 - 2 - 1   ','3 - 1 - 4 - 2',' 2 - 1 - 3 - 4   ',Mudah
Mengurutkan,' (1) Di sana Arman mengambil sepatu dan kaus kaki. (2) Setelah itu Arman segera mengenakan sepatu. (3) Arman segera mengenakan kaus kaki. (4) Arman berjalan kea rah rak sepatu. ','Susunan kalimat acak agar menjadi paragraf narasi adalah ....',' 4 - 2 - 1 - 3   ',' 4 - 1 - 3 - 2   ',' 3 - 2 - 4 - 1   ','3 - 4 - 1 - 2',' 4 - 1 - 3 - 2   ',Mudah
Mengurutkan,'1) Pasangkan steker blender pada stop kontak. 2) Tambahkan air secukupnya kemudian tutup blender rapat-rapat. 3) Tekan tombol on atau tombol power. 4) Tunggu buah hancur, kemudian tuang ke dalam gelas yang telah disiapkan. 5) Buka tutup blender dan masukkan potongan-potongan buah yang telah dicuci.','Urutan petunjuk penggunaan alat di bawah ini yang tepat adalah....','1) � 5) � 2) � 3) � 4).','1) � 3) � 4) � 2) � 5).','3) � 1) � 2) � 5) � 4).','3) � 4) � 2) � 5) � 1).','1) � 5) � 2) � 3) � 4).',Mudah
Mengurutkan,'Perhatikan petunjuk acak cara membuat jus jambu biji berikut ! (1) Siapkan blender. (2) Masukkan steker pada stopkontak (3) Masukkan jambu biji, gula pasir, dan air ke dalam tabung blender. (4) Siapkan jambu biji, kupas kulitnya lalu dibelah. (5) Tekan tombol kecepatan yang dikehendaki (6) Setelah halus, tuang jus ke dalam gelas.','Urutan yang tepat cara membuat jus apel adalah . . . .',(4)-(1)-(2)-(3)-(6)-(5),(1)-(4)-(5)-(3)-(2)-(6),(4)-(1)-(5)-(3)-(2)-(6),(4)-(1)-(3)-(2)-(5)-(6),(4)-(1)-(3)-(2)-(5)-(6),Mudah
Mengurutkan,'Perhatikan kalimat acak berikut ! (1). Setiap pertanyaan guru di kelas dijawab dengan benar. (2). Tugas-tugas juga dapat dikerjakan dengan cepat dan tepat. (3). Didik anak yang pandai. (4). Nilai rapornya selalu bagus.','Agar menjadi paragraf yang padu, urutan yang tepat kalimat-kalimat acak tersebut adalah ....','(4) - (3) - (2) - (1)','(2) - (4) - (1) - (2)','(1) - (2) - (3) - (4)','(3) - (4) - (1) - (2)','(3) - (4) - (1) - (2)',Mudah
Mengurutkan,'Bacalah ilustrasi berikut ini ! Aisyah(1) adalah anak perempuan (2) yang dilahirkan di Jakarta pada 2 Mei 2000 (3) Ia siswa MI kelas 6 (4) yang beralamat di Jl. Gajah Mada No.33 Jakara Barat(5).  Data diri saya : Nama :................. Tempat,tanggal lahir :................. Jenis kelamin :................. Alamat :................. Pendidikan :.................. Mendaftarkan diri saya menjadi anggota Pramuka.  Jakarta, 3 April 2012  Pemohon','Jika data di atas diisikan ke dalam daftar riwayat hidup, urutan yang sesuai adalah ....',4-3-2-1-5,3-2-4-1-5,1-3-2-5-4,2-4-5-3-1,1-3-2-5-4,Mudah
Mengurutkan,'Perhatikan kalimat acak berikut! (1) Tuang sampo ke telapak tangan Anda. (2) Basahi rambut dengan air. (3) Bilas rambut sampai bersih dengan air. (4) Oleskan sampo secara merata. (5) Gosok sampo pada rambut sampai Busa.','Urutan kalimat yang tepat ialah�','(1), (2), (5), (4), (3)','(1), (5), (2), (4), (3)','(2), (1), (5), (4), (3)','(2), (1), (4), (5), (3)','(2), (1), (4), (5), (3)',Mudah
'Tata Penulisan',' Cermatilah kalimat berikut. Besok pagi kata dia mereka akan berangkat.',' Perbaikan tanda baca yang tepat kalimat di atas adalah  $','  $Besok pagi kata dia mereka akan berangkat. $   ','  $Besok pagi; $ kata dia;  $mereka akan berangkat. $','    $Besok pagi; $ kata dia;  $Mereka akan berangkat. $   ',' $Besok pagi; $ Kata dia;  $Mereka akan berangkat. $','  $Besok pagi; $ kata dia;  $mereka akan berangkat. $',Mudah
'Tata Penulisan',' Aldo bertanya;  $ Mengapa kamu tidak masuk; Ani! $        ','Penggunaan tanda baca yang salah pada kalimat tersebut adalah....',' tanda koma ( ; )',' tanda petik (  $ ... $ )',' tanda seru ( ! )',' tanda titik ( .)',' tanda seru ( ! )',Mudah
'Tata Penulisan',' Perhatikan dialog tersebut! Adik  :  $Kak; ibu menyuruh mencuci piring. $       Kakak:  $Adik saja yang mencuci piring. $       Adik  :  $ Lho Kakak mau kerjakan apa(....)        ','Tanda baca yang tepat untuk mengisi (....) adalah ....',' tanda koma ( ; )',' tanda titik ( . )',' tanda seru ( ! )',' tanda tanya (  $ )','tanda tanya (  $ )',Mudah
'Tata Penulisan',' Ibu pergi ke pasar bersama bibi. Mereka  membeli ikan gurami dan ayam serta beberapa macam sayuran   seperti; bayam; kangkung; buncis; dan sawi. Kemudian dimasak bersama didapur bibi.         ','Penggunaan tanda koma setelah kata seperti  pada paragraf tersebut salah yang benar adalah ....',' tanda titik ( .)',' tanda titik koma ( ; )',' tanda titik dua  ( : )',' tanda petik (  $... $ )',' tanda titik dua  ( : )',Mudah
'Tata Penulisan',' Ana sedang berbincang dengan ibunya. ibu menasihatinya untuk rajin belajar.   Ana; rajinlah belajar agar nilaimu bagus;   kata Ibu.','Penggunaan tanda baca yang tidak tepat pada kalimat tercetak miring pada paragraf tersebut adalah ',' tanda titik koma (;) dan tanda koma (;)',' tanda koma (;) dan tanda titik (.)',' tanda titik koma (;) dan tanda titik (.)',' tanda koma (;)dan tanda petik (  ...  ) ',' tanda titik koma (;) dan tanda koma (;)',Mudah
'Tata Penulisan','   Setop(...) Hentikan kendaraan Anda( $;)   kata Pak Polisi.',' Tanda baca yang tepat untuk melengkapi kalimat tersebut adalah ',' koma (;) dan titik (.)',' seru (!) dan seru (I)',' seru (1) dan koma (;)',' koma (;) dan koma (;)',' seru (!) dan seru (I)',Mudah
'Tata Penulisan','Raja salman bin abdul aziz menerima batik dari presiden. ','Penggunaan huruf kapital yang tepat adalah',' Raja Salman BinAbdul Aziz menerima batik dari Presiden.',' Raja Salman Bin Abdul Aziz menerima batik dari presiden.',' Raja Salman bin Abdul Aziz menerima batik dari Presiden.',' Raja Salman bin Abdul Aziz menerirna batik dari presiden.','Raja Salman bin Abdul Aziz menerirna batik dari presiden.',Mudah
'Tata Penulisan',' SD Sembada akan mewakili lomba sekolah sehat se(...)Kabupaten Sleman. Penilaian lomba akan dilaksanakan pada Kamis(...) 16Aprii 2020. Kepala SD Sembada mengajak warga sekolah untuk menyukseskan lomba tersebut(...)',' Penulisan tanda baca yang tepat pada paragraf tersebut adalah',' (:); (;); (!)',' (-); (;); (.)',' (-); (;); (.)',' (/); (:); (!)',' (-); (;); (.)',Mudah
'Tata Penulisan','  $Han; bisa kan kamu berlari cepat! $ kata Hanafi.',' Kesalahan penggunaan tanda baca pada kalimat tersebut adalah ....',' tanda petik ( $)   ',' tanda koma (;)   ',' tanda seru(!)   ','tanda titik(.)',' tanda seru(!)   ',Mudah
'Tata Penulisan',' Ibu membeli sayuran (...) bayam (...) cabai (...) dan tomat (...)',' Penulisan tanda baca yang tepat pada kalimat tersebut adalah',' ( : ) ; ( . ) ; ( ; ) ; ( . )','  ( : ) ; ( ; ) ; ( ; ) ; ( ; )','  ( : ) ; ( ; ) ; ( ; ) ; ( . )',' ( ; ) ; ( ; ) ; ( ; ) ; ( . )',' ( : ) ; ( ; ) ; ( ; ) ; ( . )',Mudah
'Tata Penulisan',' Ibu berkata Kerjakan dulu semua tugasmu Nak',' Tanda baca yang tepat untuk kalimat tersebut adalah ....',' Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak. $   ',' Ibu berkata;  $Kerjakan dulu semua tugasmu. Nak! $   ',' Ibu berkata  $Kerjakan dulu semua tugasmu; Nak! $   ','Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak! $','Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak! $',Mudah
'Tata Penulisan',' $Yang tidak membawa tiket; dilarang masuk lapangan; $ teriak petugas!','Perbaiki penggunaan tanda baca kalimat tersebut adalah ....','  $Yang tidak membawa tiket; dilarang masuk lapangan; $ teriak petugas.   ','  $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas.   ','  $Yang tidak membawa tiket; dilarang masuk lapangan. $ teriak petugas!   ',' $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas!','  $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas.   ',Mudah
'Tata Penulisan',?,'Pengunaan tanda baca pada kalimat dialog berikut ini yang salah adalah .... ',' Ani :  $ Mengapa kamu menagi Sah $ $','  Aisah:  $ Aku baru dimarahi ibuku. $   ',' Ani  :  $ Menagapa kamu dimarahi $ $','  Aisah:  $ Aku tidak mengerjakan PR; $','Aisah:  $ Aku tidak mengerjakan PR; $',Mudah
'Tata Penulisan',?,'Kalimat yang menggunakan tanda baca titik dua (:) yang benar adalah ....',' Semua siswa baik laki-laki maupun perempuan : wajib mengenakan seragam sekolah   ',' Buku tulis; buku gambar; pensil; pena; dan spidol : semua itu merupakan alat tulis   ',' Pak Gunawan memanggil : Dewi; Sinta; Wati; Ida; dan Ratna ke ruang guru   ','Ibu membeli bumbu dapur : bawang merah; bawang puth; cabai; dan merica.','Ibu membeli bumbu dapur : bawang merah; bawang puth; cabai; dan merica.',Mudah
'Tata Penulisan',?,'Penggunaan tanda baca yang benar adalah ....',' Wati :  $Halo! Selamat pagi; apa kabar! $   ',' Ira :  $Pagi. Kabar baik. Ada apa $ $   ',' Wati :  $Ini; mau tanya $ $   ','Ira :  $Ok; tanya apa. $',' Ira :  $Pagi. Kabar baik. Ada apa $ $   ',Mudah
'Tata Penulisan',?,'Penggunaan huruf kapital yang tepat terdapat pada kalimat ....',' Atas perhatian saudara; Kami ucapkan terima kasih.   ',' Atas perhatian Saudara; Kami ucapkan terima kasih.   ',' Saya memiliki Saudara yang tinggal di lereng Gunung.   ','Ibu bertanya;  $Di mana alamat rumah Anda $ $','Ibu bertanya;  $Di mana alamat rumah Anda $ $',Mudah
'Tata Penulisan',?,'Penggunaan tanda baca yang tepat terdapat pada kalimat ....',' Silakan pilih: yang merah atau yang putih!   ',' Mana yang kau pilih: yang merah atau yang putih $   ',' Hanya ada dua pilihan: yang merah atau yang putih.   ','Mana yang kau pilih; yang merah atau yang putih!',' Mana yang kau pilih: yang merah atau yang putih $   ',Mudah
