@relation Dataset_soal_bhs_indo_sd_completed-REV1-b

@attribute jenissoal {Memaknai,Sinonim/Antonim,Membaca,Analisa,Paragraf,Membandingkan,Melengkapi,Sastra,Mengurutkan,'Tata Penulisan',Iklan/Laporan/Pidato}
@attribute uraiansoal string
@attribute pertanyaansoal string
@attribute opsi1soal string
@attribute opsi2soal string
@attribute opsi3soal string
@attribute opsi4soal string
@attribute kuncijawabansoal string
@attribute kategorisoal {Mudah,Sedang,Sulit}

@data
Melengkapi,' Dian memang ...; ia suka berderma.',' Ungkapan yang tepat untuk melengkapi kalimat tersebut adalah ....',' besar hati   ',' lurus hati   ',' murah hati   ','teguh hati',' murah hati   ',Mudah
Melengkapi,' Perhatikan kalimat iklan berikut! Ayo; hemat air! Setetes air adalah ....',' Kata yang tepat untuk melengkapi iklan tersebut adalah ....',' kesempurnaan   ',' keberhasilan   ',' keindahan   ',kehidupan,kehidupan,Mudah
Melengkapi,' Perhatikan teks percakapan berikut! Rosi :  $Ra; kamu pernah dengar belum $ $ Tiara :  $Apa itu; Ros $ $ Rosi :  $Kata orang; energi fosil di bumi kita ini sudah hampir habis. $ Tiara :  $Lantas; mau apa $ $ Rosi :  $... $ Tiara :  $Ayo! $ ',' Kalimat yang tepat untuk melengkapi percakapan tersebut adalah ....',' Mari kita perbarui energi fosil!   ',' Mari kita menambah energi fosil!   ',' Mari kita menghemat energi fosil!   ','Mari kita cegah penggunaan energi fosil!',' Mari kita menghemat energi fosil!   ',Mudah
Melengkapi,' Siswa kelas VI SD Merapi mengadakan kunjungan ke peternakan sapi. Disana; mereka akan belajar berbagai hasil peternakan. Sekar; Leny; Bayu; dan Richi belajar membuat camilan. Dani; Rafa; Novi; dan Tuti mendengarkan pemandu menerangkan cara membuat yoghurt. Sedangkan Vino; Andi; Caca; dan Nabila belajar memerah.  Ilustrasi tersebut disajikan dalam tabel berikut: Camilan Yoghurt Pemerahan Sekar Dani Vino Leny ... Andi ... Novi ... Richi Tuti Nabila',' Isian yang tepat untuk melengkapi tabel camilan; yoghurt; dan pemerahan adalah ....',' Rafa; Bayu; Caca   ',' Bayu; Rafa; Caca   ',' Caca; Rafa; Bayu   ','Bayu; Caca; Rafa',' Bayu; Rafa; Caca   ',Mudah
Melengkapi,' Siswa SD Merdeka berjumlah 250 anak. Mereka mengikuti kegiatan ekstrakurikuler yang berbeda-beda. Ekstrakurikuler drumben 45 anak; menari 55 anak; sepak bola 60 anak; selebihnya mengikuti ekstrakurikuler karawitan dan melukis dengan jumlah yang sama. No Jenis Ekstrakurikuler Jumlah Siswa 1 Drumben 45 2 Menari 55 3 (a) 60 4 Karawitan (b) 5 (c) 45',' Untuk melengkapi tabel (a); (b); (c) adalah ....',' Sepak bola; 45; melukis   ',' Melukis; 45; sepak bola   ',' Sepak bola; 60; melukis   ','Melukis; 60; sepak bola',' Sepak bola; 45; melukis   ',Mudah
Melengkapi,'(hancur lebur) sarang gerombolan pengacau keamanan dilakukan oleh TNI.','Kata yang tepat untuk melengkapi kata dalam kurung adalah ....',' Menghancur leburkan   ',' Menghancurleburkan   ',' Penghancuran lebur   ',Penghancurleburan,Penghancurleburan,Mudah
Melengkapi,'Anak yang lahir  $  harus mendapat perawatan khusus di inkubator. ','istilah yang tepat untuk melengkapi kalimat tersebut adalah',' prematur',' kembar',' sesar',' dampit',' prematur',Mudah
Melengkapi,' Ali\t:  $Din; apa betul Dewi berhasil menjadi juara Olimpiade Matematika tingkat Provinsi $ $ \tUdin\t:  $Ya; betul.  Aku kemarin ikut menyaksikannya lomba tersebut. $ \tAli\t:  $Dewi memang hebat. Sudah beberapa kali menjadi juara. $ \tUdin\t:  $Ya; atas prestasinya; Dewi menjadi ...di sekolah kita. $',' Ungkapan yang tepat untuk melengkapi kalimat tersebut adalah  $',' buah tangan',' buah baju',' buah bibir',' buah hati',' buah bibir',Sedang
Melengkapi,'Kejahatan ... banyak menimpa truk pembawa barang di Jalan Pantura.','Istilah yang tepat untuk melengkapi paragraf tersebut adalah ....',' Babi ngepet   ',' Kutu loncat   ',' Tikus loncat   ','Bajing loncat','Bajing loncat',Sedang
Melengkapi,'Bapakku seorang tentara. Masalah disiplin sudah ... dalam hati.','Ungkapan yang tepat untuk melengkapi pernyataan adalah ....',' Menjantung hati   ',' Mendarah daging   ',' Menulang sungsum   ','Menulang punggung',' Mendarah daging   ',Sedang
Melengkapi,' Anak-anak; beberapa hari lagi akan kita peringati bersama Hari Kartini. Setiap tanggal 21 April kita semua berpakaian adat daerah kita masing-masing. Namun; bukannya berpakaian adatnya yang kita utamakan; tetapi kita harus bisa mengambil semangat perjuangan R.A. Kartini ... . Beliau memperjuangkan persamaan derajat wanita dengan pria. ','Kalimat yang tepat untuk melengkapi paragraf adalah ....',' Beliau memperjuangkan hak emansipasi wanita   ',' Beliau berjuang demi kemakmuran Negara Indonesia   ',' Beliau dengan gigih memperjuangkan pendidikan wanita Indonesia   ','Beliau keturunan bangsawan; namun rela berjuang untuk rakyat jelata','Beliau keturunan bangsawan; namun rela berjuang untuk rakyat jelata',Mudah
Melengkapi,' Tim Nasional Sepak bola U-19 harus menelan pil pahit. Kekalahan dari Thailand memaksa tim kebanggaan kita lebih awal. Latihan yang telah dilakukan belum berbuah manis. Namun demikian; kita patut bangga atas capaian tersebut. Ungkapan yang tepat untuk melengkapi paragraf tersebut adalah ','',' angkat koper',' angkat kaki',' angkat tangan',' angkat topi',' angkat koper',Sedang
Sastra,' Semua bermula dari hati Hati bersih sampai sanubari Manusia jangan melangit tinggi Banyak orang tak simpati ','  Banyak orang tak simpati Maksud syair tersebut adalah .... ',' kita harus memulai menata hati agar dicintai orang   ',' manusia yang berhati bersih pasti akan bahagia   ',' banyak orang simpati pada orang yang tinggi   ','manusia yang angkuh tidak disukai orang','manusia yang angkuh tidak disukai orang',Sulit
Sastra,' Perhatikan syair berikut! Apalah arti seorang manusia  \tYang sering tidak punya daya \tBerdoalah kepada Tuhan Yang Maha Esa \tMaha Penolong lagi Maha perkasa',' Maksud syair tersebut adalah  $',' Manusia harus selalu ingat kepada Tuhan Yang maha Esa',' Manusia adalah mahluk yang tidak bisa menolong dirinya sendiri',' Tuhan Yang Maha Kuasa akan selalu menolong manusia yang sedang berduka',' Manusia sebagai mahluk yang lemah harus selalu berdoa kepada Tuhan','Manusia sebagai mahluk yang lemah harus selalu berdoa kepada Tuhan',Sulit
Sastra,' Bacalah Teks Syair berikut ini! \tPetani \tPetani; engkau sungguh mulia \tJasamu tiada terhingga \tPadi yang engkau tanam; kini telah menguning \tBetapa bahagia hatimu \tEngkau telah siap memanen dan menjual \tMemenuhi kebutuhan masyarakat \tPetani.. Yakinlah jasamu kan selalu dihargai',' Isi syair  tersebut adalah....',' Jasa petani sungguh mulia yang dihargai. ',' Pak Tani sedang mencangkul di sawah.',' Padi yang sudah menguning  siap dipanen.',' Petani yang siap mmanin padi di sawah.',' Jasa petani sungguh mulia yang dihargai. ',Sulit
Sastra,' Bowo tergesa-gesa berangkat ke sekolah. la belum sempat sarapan. Bowo terlambat sampai di sekolah. Pak guru memulai pelajaran dengan menanyakan PR. Bowo terkejut karena rupa mengerjakan PR. Akhirnya ia diminta mengerjakan PR di luar kelas. Bowo seperti',' Peribahasa yang tepat untuk melengkapi paragraf tersebut adalah',' sudah banyak makan garam',' sudah jatuh tertimpa tangga',' sudah diludah dijilat lagi',' sudah menjadi abu arang',' sudah jatuh tertimpa tangga',Sulit
Sastra,' Buku Kau adalah jendela ilmu Bagaikan penerang jiwa ku Tanpamu aku tak tahu Warna dunia di alam semesta ini',' Makna dari kata kias  $jendela $ yang terdapat di dalam puisi diatas adalah  $.',' Kemampuan   ',' Wawasan   ',' Pengalaman   ',Wahana,' Wawasan   ',Sulit
Sastra,' Perhatikan syair berikut! Hati sedih jadi bahagia Lihat ibu mulai tertawa Ayah pulang dari kota Bawa berlian merah muda ','Makna kata kias merah pada syair di atas adalah ....',' Indah   ',' Bagus   ',' Mahal   ',Mewah,Mewah,Sulit
Sastra,' Ketika kalah dalam pertandingan bulu tangkis; ia tidak mau mengakui keunggulan lawan. Ia katakana kekalahannya karena raket yang digunakan jelek dan perilaku wasit yang tidak adil. ','Peribahasa yang sesuai dengan keadaan tersebut adalah ....',' Air beriak tanda tak dalam   ',' Buruk muka cermin dibelah   ',' Tong kosong nyaring bunyinya   ','Air susu dibalas dengan air tuba',' Buruk muka cermin dibelah   ',Sulit
Mengurutkan,' Perhatikan petunjuk cara membuat telur asin dalam kalimat acak berikut ini ! 1.\tBiarkan telur ang telah dibalur tersebut selama 12 hari 2.\tPilihlah telur itik yang bagus; kemudian cucilah sampai bersih 3.\tBalurlah telur pilihan itu dengan adonan garam dan abu gosok 4.\tAmbil dan cucilah kembali; kemudian kukus hingga matang',' Susunan yang tepat untuk petunjuk tersebut adalah  $',' 1 - 2  - 3 - 4',' 2 - 1 - 4 - 3',' 3 - 1 - 2 - 4',' 2 - 3 - 1 - 4','2 - 3 - 1 - 4',Mudah
Mengurutkan,' Perhatikan kalimat  $ kalimat bersusun acak berikut! (1)   Pagi yang cerah bagi Lyla untuk mencari kayu bakar di hutan. (2)   Di tengah perjalanan menuju tujuan Lyla melirik ke seluruh sisi hutan; maklum ini pengalaman pertama kalinya pergi ke hutan. (3)   Tak terasa ia telah tiba di hutan yang lebat; suara-suara hewan terdengar nyaring; tampaknya Lyla mulai agak takut. (4)   Berangkatlah ia bersama Sang Kakek menuju hutan yang lebat. ',' Urutan kalimat-kalimat di atas agar menjadi paragraf narasi yang padu adalah....',' 1 - 4 - 2 - 3     ',' 1 - 3 - 2 - 4    ','  2 - 4 - 1 - 3      ','2 - 3 - 1 - 4','   1 - 4 - 2 - 3     ',Mudah
Mengurutkan,' Bacalah petunjuk penggunaan pelembab wajah yang disusun acak berikut ini! (1) Pijat kulit dengan lembut hingga terserapseluruhnya. (2) Usapkan dengan ujung jari ke kulit wajah dan leher yang bersih.  (3) Ratakan pelembab di kulit dengan telapak tangan.  (4) Tuangkan pelembab ke ujung jari secukupnya.',' Urutan petunjuk penggunaan pelembab wajah yang tepat adalah  $.',' (1) - (3) - (2) - (4)   ',' (2) - (1) - (3) - (4)    ',' (4) - (2) - (3) - (1)    ','(2) - (3) - (1) - (4)',' (4) - (2) - (3) - (1)    ',Mudah
Mengurutkan,' Cermati petunjuk penggunaan pompa ban yang diacak berikut! (1)\tPasangkan ujung selang pompa pada dop ban! (2)\tPastikan ban yang akan dipompa kekurangan angin atau kempes! (3)\tCabut ujung selang pompa; kemudian tutup kembali dop ban! (4)\tBuka tutup dop pada ban! (5)\tPompalah sampai ban terisi angin secukupnya!',' Urutan tepat petunjuk penggunaan pompa ban adalah ',' (2)-(1)-(4)-(5)-(3)',' (2)-(1)-(5)-(4)-(3)',' (2)-(4)-(1)-(5)-(3)',' (2)-(4)-(5)-(1 )-(3)',' (2)-(4)-(1)-(5)-(3)',Mudah
Mengurutkan,' Perhatikan kalimat-kalimat berikut! (1)\tSebuah kolam kecil rnenambah indah suasana. (2)\tRumput hijau terhampar luas di halaman. (3)\tBeberapa ekor ikan koi tampak berenang di kolam. (4)\tHalaman rumah Mira sangat asri.',' Susunan yang benar untuk kalimat-kalimat tersebut menjadi paragraf padu adalah',' (4)-(2)-(3)-(1)',' (4)-(2)-(1)-(3)',' (4)-(1)-(2)-(3)',' (4)-(1)-(3)-(2)',' (4)-(2)-(1)-(3)',Mudah
Mengurutkan,' Urutan pembuatan telur asin yang disusun secara acak: (1) Lumuri telur dengan adonan batu bata! (2)\tCampur batu bata halus dan garam dengan air secukupnya! (3)\tSimpan telur yang terbungkus adonan selama kurang lebih seminggu! (4)\tSiapkan batu bata yang sudah ditumbuk; garam; dan air! (5)\tBersihkan telur dari baluran batu bata kemudian rebus!',' Urutan petunjuk pembuatan telur asin yang tepat adalah .',' (4)-(2)-(1)-(3)-(5)',' (4)-(2)-(3)-(1)-(5)',' (4)-(2)-(1)-(5)-(3)',' (4)-(2)-(3)-(5)-(1)',' (4)-(2)-(1)-(3)-(5)',Mudah
Mengurutkan,' Perhatikan kalimat-kalimat berikut! (1)\tSawahnya mulai ditumbuhi tanaman pengganggu. (2)\tTanah sawahnya telah bersih dari gulma. (3)\tPak Hardi membersihkan sawahnya dengan alat yang dibawanya. (4)\tPak Hardi pergi ke sawah membawa sabit.',' Susunan paragraf padu yang tepat untuk kalimat-kalimat tersebut adalah ',' ( 4 )-( 2 )-( 3 )-( 1 )',' ( 4 )-( 2 )-( 1 )-( 3 )',' (4 )-( 1)-(3)-(2 )',' (4 )-( 1 )-( 2 )-( 3)',' (4 )-( 1)-(3)-(2 )',Mudah
Mengurutkan,' Petunjuk penggunaan blender disusun secara acak: (1) Pastikan blender dalam keadaan off; kemudian tancapkan steker! (2) Siapkan blender dan bahan yang akan dilumatkan! (3) Matikan blender; cabut steker dan tuangkan isinya ke wadah! (4) Masukkan bahan yang akan dilumatkan! (5) Tekan tombol on dan tunggu sampai bahan lumat! ',' Urutan penggunaan blender yang tepat adalah ....',' (4)-(1)-(2)-(5)-(3)   ',' (4)-(2)-(3)-(1)-(5)   ',' (2)-(4)-(3)-(5)-(1)   ',(2)-(4)-(1)-(5)-(3),(2)-(4)-(1)-(5)-(3),Mudah
Mengurutkan,' Cermati kalimat-kalimat petunjuk berikut! (1) Masukkan bentukan bakso ke air mendidih; angkat jika sudah mengapung! (2) Rebus air dalam panci sampai mendidih! (3) Tuangkan adonan daging ke dalam wadah yang sudah diberi bumbu! (4) Campurkan tepung kanji; kemudian lumatkan sampai kalis! (5) Ambil adonan daging dengan tangan lalu dibentuk bulat!',' Urutan petunjuk membuat bakso daging yang tepat adalah ....',' 3-4-5-2-1   ',' 3-4-1-5-2   ',' 3-4-2-1-5   ',3-4-2-5-1,3-4-2-5-1,Mudah
Mengurutkan,' Bacalah kalimat-kalimat berikut! (1) Akar serabut (2) Daunnya menjuntai seperti pita (3) Tanaman padi memiliki akar; batang; dan daun yang khas (4) Batangnya berongga',' Susunan kalimat acak agar menjadi paragraf deskripsi adalah ....',' 3-4-1-2   ',' 3-1-2-4   ',' 3-2-1-4   ',3-1-4-2,3-1-4-2,Mudah
Mengurutkan,' Cermati kalimat-kalimat berikut! (1) Di toko itu; ia memilih beberapa buku cerita dan kamus (2) Budi pergi ke Toko Buku Sari Ilmu kemarin sore (3) Budi membayar sesuai dengan harga yang ditentukan (4) Budi meninggalkan toko (5) Ia mengantre di depan kasir untuk membayar',' Urutan kalimat yang tepat agar menjadi paragraf narasi adalah ....',' 2-1-3-5-4   ',' 2-1-4-5-3   ',' 2-1-5-4-3   ',2-1-5-3-4,2-1-5-3-4,Mudah
Mengurutkan,' Bacalah kalimat-kalimat berikut! (1) Pukul 05.00; Budi bangun tidur. (2) Kemudian; ia membersihkan kandang ayam di belakang rumah (3) Memang; Budi rajin dan senang membantu orang tua (4) Ia merapikan tempat tidurnya terlebih dahulu (5) Setelah selesai; Budi mandi dan siap ke sekolah',' Urutan kalimat yang tepat agar menjadi paragraf padu adalah ....',' 1-4-3-2-5   ',' 1-4-2-5-3   ',' 3-1-2-4-5   ',3-1-2-5-4,' 1-4-2-5-3   ',Mudah
Mengurutkan,' (1) Matahari bersinar berseri-seri (2) Pagi ini suasana di desaku sangat indah (3) Langitpun bersih; tanpa segumpal awanpun (4) Selain itu; burung-burung berkicau bersahutan di alam bebas ','Susunan kalimat acak agar menjadi paragraf deskripsi adalah ....',' 2 - 1 - 3 - 4   ',' 2 - 3 - 1 - 4   ',' 3 - 4 - 2 - 1   ','3 - 1 - 4 - 2',' 2 - 1 - 3 - 4   ',Mudah
Mengurutkan,' (1) Di sana Arman mengambil sepatu dan kaus kaki. (2) Setelah itu Arman segera mengenakan sepatu. (3) Arman segera mengenakan kaus kaki. (4) Arman berjalan kea rah rak sepatu. ','Susunan kalimat acak agar menjadi paragraf narasi adalah ....',' 4 - 2 - 1 - 3   ',' 4 - 1 - 3 - 2   ',' 3 - 2 - 4 - 1   ','3 - 4 - 1 - 2',' 4 - 1 - 3 - 2   ',Mudah
'Tata Penulisan',' Cermatilah kalimat berikut. Besok pagi kata dia mereka akan berangkat.',' Perbaikan tanda baca yang tepat kalimat di atas adalah  $','  $Besok pagi kata dia mereka akan berangkat. $   ','  $Besok pagi; $ kata dia;  $mereka akan berangkat. $','    $Besok pagi; $ kata dia;  $Mereka akan berangkat. $   ',' $Besok pagi; $ Kata dia;  $Mereka akan berangkat. $','  $Besok pagi; $ kata dia;  $mereka akan berangkat. $',Mudah
'Tata Penulisan',' Aldo bertanya;  $ Mengapa kamu tidak masuk; Ani! $        ','Penggunaan tanda baca yang salah pada kalimat tersebut adalah....',' tanda koma ( ; )',' tanda petik (  $ ... $ )',' tanda seru ( ! )',' tanda titik ( .)',' tanda seru ( ! )',Mudah
'Tata Penulisan',' Perhatikan dialog tersebut! Adik  :  $Kak; ibu menyuruh mencuci piring. $       Kakak:  $Adik saja yang mencuci piring. $       Adik  :  $ Lho Kakak mau kerjakan apa(....)        ','Tanda baca yang tepat untuk mengisi (....) adalah ....',' tanda koma ( ; )',' tanda titik ( . )',' tanda seru ( ! )',' tanda tanya (  $ )','tanda tanya (  $ )',Mudah
'Tata Penulisan',' Ibu pergi ke pasar bersama bibi. Mereka  membeli ikan gurami dan ayam serta beberapa macam sayuran   seperti; bayam; kangkung; buncis; dan sawi. Kemudian dimasak bersama didapur bibi.         ','Penggunaan tanda koma setelah kata seperti  pada paragraf tersebut salah yang benar adalah ....',' tanda titik ( .)',' tanda titik koma ( ; )',' tanda titik dua  ( : )',' tanda petik (  $... $ )',' tanda titik dua  ( : )',Mudah
'Tata Penulisan',' Ana sedang berbincang dengan ibunya. ibu menasihatinya untuk rajin belajar.   Ana; rajinlah belajar agar nilaimu bagus;   kata Ibu.','Penggunaan tanda baca yang tidak tepat pada kalimat tercetak miring pada paragraf tersebut adalah ',' tanda titik koma (;) dan tanda koma (;)',' tanda koma (;) dan tanda titik (.)',' tanda titik koma (;) dan tanda titik (.)',' tanda koma (;)dan tanda petik (  ...  ) ',' tanda titik koma (;) dan tanda koma (;)',Mudah
'Tata Penulisan','   Setop(...) Hentikan kendaraan Anda( $;)   kata Pak Polisi.',' Tanda baca yang tepat untuk melengkapi kalimat tersebut adalah ',' koma (;) dan titik (.)',' seru (!) dan seru (I)',' seru (1) dan koma (;)',' koma (;) dan koma (;)',' seru (!) dan seru (I)',Mudah
'Tata Penulisan','Raja salman bin abdul aziz menerima batik dari presiden. ','Penggunaan huruf kapital yang tepat adalah',' Raja Salman BinAbdul Aziz menerima batik dari Presiden.',' Raja Salman Bin Abdul Aziz menerima batik dari presiden.',' Raja Salman bin Abdul Aziz menerima batik dari Presiden.',' Raja Salman bin Abdul Aziz menerirna batik dari presiden.','Raja Salman bin Abdul Aziz menerirna batik dari presiden.',Mudah
'Tata Penulisan',' SD Sembada akan mewakili lomba sekolah sehat se(...)Kabupaten Sleman. Penilaian lomba akan dilaksanakan pada Kamis(...) 16Aprii 2020. Kepala SD Sembada mengajak warga sekolah untuk menyukseskan lomba tersebut(...)',' Penulisan tanda baca yang tepat pada paragraf tersebut adalah',' (:); (;); (!)',' (-); (;); (.)',' (-); (;); (.)',' (/); (:); (!)',' (-); (;); (.)',Mudah
'Tata Penulisan','  $Han; bisa kan kamu berlari cepat! $ kata Hanafi.',' Kesalahan penggunaan tanda baca pada kalimat tersebut adalah ....',' tanda petik ( $)   ',' tanda koma (;)   ',' tanda seru(!)   ','tanda titik(.)',' tanda seru(!)   ',Mudah
'Tata Penulisan',' Ibu membeli sayuran (...) bayam (...) cabai (...) dan tomat (...)',' Penulisan tanda baca yang tepat pada kalimat tersebut adalah',' ( : ) ; ( . ) ; ( ; ) ; ( . )','  ( : ) ; ( ; ) ; ( ; ) ; ( ; )','  ( : ) ; ( ; ) ; ( ; ) ; ( . )',' ( ; ) ; ( ; ) ; ( ; ) ; ( . )',' ( : ) ; ( ; ) ; ( ; ) ; ( . )',Mudah
'Tata Penulisan',' Ibu berkata Kerjakan dulu semua tugasmu Nak',' Tanda baca yang tepat untuk kalimat tersebut adalah ....',' Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak. $   ',' Ibu berkata;  $Kerjakan dulu semua tugasmu. Nak! $   ',' Ibu berkata  $Kerjakan dulu semua tugasmu; Nak! $   ','Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak! $','Ibu berkata;  $Kerjakan dulu semua tugasmu; Nak! $',Mudah
'Tata Penulisan',' $Yang tidak membawa tiket; dilarang masuk lapangan; $ teriak petugas!','Perbaiki penggunaan tanda baca kalimat tersebut adalah ....','  $Yang tidak membawa tiket; dilarang masuk lapangan; $ teriak petugas.   ','  $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas.   ','  $Yang tidak membawa tiket; dilarang masuk lapangan. $ teriak petugas!   ',' $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas!','  $Yang tidak membawa tiket; dilarang masuk lapangan! $ teriak petugas.   ',Mudah
'Tata Penulisan',?,'Pengunaan tanda baca pada kalimat dialog berikut ini yang salah adalah .... ',' Ani :  $ Mengapa kamu menagi Sah $ $','  Aisah:  $ Aku baru dimarahi ibuku. $   ',' Ani  :  $ Menagapa kamu dimarahi $ $','  Aisah:  $ Aku tidak mengerjakan PR; $','Aisah:  $ Aku tidak mengerjakan PR; $',Mudah
'Tata Penulisan',?,'Kalimat yang menggunakan tanda baca titik dua (:) yang benar adalah ....',' Semua siswa baik laki-laki maupun perempuan : wajib mengenakan seragam sekolah   ',' Buku tulis; buku gambar; pensil; pena; dan spidol : semua itu merupakan alat tulis   ',' Pak Gunawan memanggil : Dewi; Sinta; Wati; Ida; dan Ratna ke ruang guru   ','Ibu membeli bumbu dapur : bawang merah; bawang puth; cabai; dan merica.','Ibu membeli bumbu dapur : bawang merah; bawang puth; cabai; dan merica.',Mudah
'Tata Penulisan',?,'Penggunaan tanda baca yang benar adalah ....',' Wati :  $Halo! Selamat pagi; apa kabar! $   ',' Ira :  $Pagi. Kabar baik. Ada apa $ $   ',' Wati :  $Ini; mau tanya $ $   ','Ira :  $Ok; tanya apa. $',' Ira :  $Pagi. Kabar baik. Ada apa $ $   ',Mudah
'Tata Penulisan',?,'Penggunaan huruf kapital yang tepat terdapat pada kalimat ....',' Atas perhatian saudara; Kami ucapkan terima kasih.   ',' Atas perhatian Saudara; Kami ucapkan terima kasih.   ',' Saya memiliki Saudara yang tinggal di lereng Gunung.   ','Ibu bertanya;  $Di mana alamat rumah Anda $ $','Ibu bertanya;  $Di mana alamat rumah Anda $ $',Mudah
'Tata Penulisan',?,'Penggunaan tanda baca yang tepat terdapat pada kalimat ....',' Silakan pilih: yang merah atau yang putih!   ',' Mana yang kau pilih: yang merah atau yang putih $   ',' Hanya ada dua pilihan: yang merah atau yang putih.   ','Mana yang kau pilih; yang merah atau yang putih!',' Mana yang kau pilih: yang merah atau yang putih $   ',Mudah
'Tata Penulisan',' Ketika ibu sakit keras; ayah membawa ke rumah sakit. Dokter memeriksa dan memberi resip untuk membeli obat di apotik. Ayah segera berangkat karena ingin ibu cepat sembuh.         ','Penulisan ejaan kata yang bercetak miring pada paragraf tersebut adalah ....',' risep dan apotik',' resep dan apotek',' resep  dan apotik',' sesip dan apotek',' resep dan apotek',Sedang
'Tata Penulisan',?,'Penulisan kata ulang yang tepat adalah ....',' Orang baru itu mematai-mematai tetangganya. ','  Anak-anak berkejar-berkejaran di halaman.','  Siswa kelas VI menata kursi-kursi dengan rapi.',' Pak Guru membawa tali-temali yang panjang.',' Siswa kelas VI menata kursi-kursi dengan rapi.',Sedang
'Tata Penulisan','Membaca koran Andri  di tamu ruang.','Perbaiki struktur kalimat berikut !',' Andri membaca koran di tamu ruang.  \t  ',' Membaca koran Andri di tamu ruang. \t  ',' Membaca koran Andri di ruang tamu. \t  ','Andri membaca koran di ruang tamu.','Andri membaca koran di ruang tamu.',Sedang
'Tata Penulisan',' Semua siswa kelas VI harus menggunakan seragam lengkap ketika mengikuti upacara.',' Perbaikan kata yang bercetak miring pada kalimat tersebut dengan tepat adalah ....',' membawa',' memakai',' menjinjing',' memanggul',' memakai',Sedang
'Tata Penulisan',' Cindera mata ini hanya ... saja sebagai ikatan persahabatan kita.',' Penulisan kata yang benar untuk melengkapi kalimat yang rumpang tersebut adalah....',' skedarnya',' sekidarnya',' sekadarnya',' sekedarnya',sekedarnya,Sedang
'Tata Penulisan',' Pedagang grosir itu membuatkan kuwitansi pembelian satu kuwintal gula inport.',' Penulisan kata kuitansi; kuwintal; dan inport yang tepat untuk kalimat tersebut adalah ....',' kuitansi; kuintal; impor   ',' kwitansi; kuintal; inpor   ',' kuitansi; kwintal; import   ','kwitansi; kuintal; import',' kuitansi; kuintal; impor   ',Sedang
'Tata Penulisan',' Pemerintah bertanggung jawab  $ pengungsi.',' Kata bentukan yang tepat untuk melengkapi kalimat tersebut adalah',' memulangkampungkan',' memulang kampungkan',' mempulangkampungkan',' rnempulang kampungkan',' memulangkampungkan',Sedang
'Tata Penulisan',' Seminggu yang lalu; Rina menghampiri neneknya di desa. Di desa; Rina menonton hamparan sawah. la melihat seorang petani menenteng hasil panen padi di bahunya.',' Perbaikan kata yang bercetak miring pada paragraf tersebut adalah ',' mendekati; melihat; menjinjing',' menyusul; melihat; membawa',' mengunjungi; menyaksikan; menggendong',' Mengunjungi; mengamati; memanggul','Mengunjungi; mengamati; memanggul',Sedang
'Tata Penulisan',' Rudi berlibur di Yogyakarta_ la ingin mengunjungi tempat-tempat wisata di sana. la menanyakan hal tersebut kepada petugas hotel tempatnya menginap; rudi bertanya;   di mana letak museum benteng vredeburg cian keraton ngayogyakarta hadiningrat $     Kedua tempat itu ada di sebelah selatan hotel ini;   jawab petugas Rudi berterima kasih; lalu berjalan kaki menuju tempat tersebut.',' Perbaikan kesalahan penggunaan huruf kapital pada kalirnat bercetak rniring adalah',' Rudi bertanya;   Di mana letak Museurn Benteng Vredeburg dan keraton Ngayogyakarta Hadiningrat $  ',' Rudi bertanya;   di mana letak Museum Benteng Vredeburg dan Keraton Ngayogyakarta Hadiningrat $  ',' Rudi bertanya;   Di mana Ietak Museum Benteng Vredeburg dan Keraton Ngayogyakarta Hadiningrat $  ',' Rudi bertanya;   Di mana Ietak museum Benteng Vredeburg dan keraton Ngayogyakarta Hadiningral $   ',' Rudi bertanya;   Di mana Ietak Museum Benteng Vredeburg dan Keraton Ngayogyakarta Hadiningrat $  ',Sedang
'Tata Penulisan',' Pembangunan Jalur Lintas Selatan Selatan (JLSS) dimanfaatkan oleh proyek spekulan tanah rawan di Bantul. Pemerintah Kabupaten Bantul menerapkan prinsip kehati-hatian khusus berkait dengan tanah terdampak. Sebab tanah yang terkena proyek tidak hanya milik perorangan; namun bisa juga milik yayasan; kas desa; atau bahkan tanah kasultanan. ',' Pembangunan Jalur Lintas Selatan Selatan (JLSS) dimanfaatkan oleh proyek spekulan tanah rawan di Bantul. Perbaikan tata kalimat tersebut adalah .... ',' Di Bantul Pembangunan Jalur Lintas Selatan Selatan (JLSS) rawan dimanfaatkan oleh proyek spekulan tanah   ',' Pembangunan Jalur Lintas Selatan Selatan (JLSS) rawan dimanfaatkan oleh proyek spekulan tanah di Bantul   ',' Proyek pembangunan Jalur Lintas Selatan Selatan (JLSS) di Bantul rawan dimanfaatkan oleh spekulan tanah   ',' Pembangunan proyek Jalur Lintas Selatan Selatan (JLSS) di Bantul rawan dimanfaatkan oleh spekulan tanah ',' Proyek pembangunan Jalur Lintas Selatan Selatan (JLSS) di Bantul rawan dimanfaatkan oleh spekulan tanah   ',Sedang
